Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Greenbacks Sit","Forgotten Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107366693/greenbacks-sit,3.0,-1,Boulder,V9,1,14,42.49727,-70.97562
"State Champs","The Wonder Wall > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107360184/state-champs,2.0,-1,Boulder,V5-,1,14,42.49727,-70.97562
"The Golden Apple","The Wonder Wall > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107366680/the-golden-apple,4.0,-1,Boulder,V6,1,20,42.49727,-70.97562
Timeless,"The Wonder Wall > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107360176/timeless,3.0,-1,Boulder,V6,1,14,42.49727,-70.97562
"The Crucible","The Wonder Wall > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107360188/the-crucible,2.0,-1,Boulder,V7,1,12,42.49727,-70.97562
"The Jewel","Miracle Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107366760/the-jewel,2.0,-1,Boulder,V2+,1,10,42.49727,-70.97562
"Miracle Maker","Miracle Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107366728/miracle-maker,1.0,-1,Boulder,V4+,1,10,42.49727,-70.97562
Emerald,"Miracle Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107366756/emerald,3.0,-1,Boulder,V5-,1,13,42.49727,-70.97562
"A New Approach","Miracle Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107366719/a-new-approach,3.0,-1,Boulder,V6,1,12,42.49727,-70.97562
Arsenic,"Alien Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107376443/arsenic,2.0,-1,Boulder,V3-,1,17,42.49727,-70.97562
Shaman,"Alien Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107376432/shaman,3.0,-1,Boulder,V3,1,17,42.49727,-70.97562
"Scam Artist","Alien Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107383345/scam-artist,1.0,-1,Boulder,V4-,1,11,42.49727,-70.97562
Alien,"Alien Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107376438/alien,3.0,-1,Boulder,V4,1,17,42.49727,-70.97562
"Sense Box","Alien Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107376459/sense-box,2.0,-1,Boulder,V4+,1,13,42.49727,-70.97562
"Cyber Monday","Alien Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107383339/cyber-monday,2.0,-1,Boulder,V6-,1,13,42.49727,-70.97562
"Tick List","Alien Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107376452/tick-list,2.0,-1,Boulder,V6+,1,12,42.49727,-70.97562
"The Ramp","Entrance Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107569654/the-ramp,2.0,-1,Boulder,V3-,1,12,42.49727,-70.97562
"Ready for the Rest Home","Entrance Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107569670/ready-for-the-rest-home,2.0,-1,Boulder,V4-,1,13,42.49727,-70.97562
"Brain Surgery","Entrance Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107569623/brain-surgery,1.0,-1,Boulder,V4-,1,12,42.49727,-70.97562
Freeloader,"Entrance Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107569628/freeloader,1.0,-1,Boulder,V4,1,12,42.49727,-70.97562
"Ace in the Hole","Entrance Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107569661/ace-in-the-hole,2.0,-1,Boulder,V4,1,12,42.49727,-70.97562
Enigma,"Entrance Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107569618/enigma,2.0,-1,Boulder,V6,1,12,42.49727,-70.97562
"Sweet Tooth","Barking Dog Boulder > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107852345/sweet-tooth,2.0,-1,Boulder,V5,1,10,42.49727,-70.97562
"Green Mile","Barking Dog Boulder > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107852341/green-mile,2.0,-1,Boulder,V6,1,12,42.49727,-70.97562
"Don't Slip","The Ship Boulder aka Holy Grail > Tower Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112329722/dont-slip,1.0,-1,Boulder,"V0 PG13",1,10,42.52245,-71.00274
"Reach of Faith aka Sprawlmart","The Ship Boulder aka Holy Grail > Tower Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112329648/reach-of-faith-aka-sprawlmart,2.5,-1,Boulder,V1+,1,10,42.52245,-71.00274
"King Flake","Thunder Cat Wall > Tower Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112454238/king-flake,2.7,-1,Boulder,V0,1,,42.50321,-70.9637
"Soft Kitty","Thunder Cat Wall > Tower Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112454217/soft-kitty,3.5,-1,"TR, Boulder","V0+ R",1,25,42.50321,-70.9637
"Queen Flake","Thunder Cat Wall > Tower Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112457096/queen-flake,2.0,-1,Boulder,V1,1,8,42.50321,-70.9637
"Thunder Cat Crack","Thunder Cat Wall > Tower Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112454188/thunder-cat-crack,2.8,-1,Boulder,V2,1,25,42.50321,-70.9637
Snarf,"Thunder Cat Wall > Tower Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112457069/snarf,4.0,-1,"TR, Boulder","5.11- V3",1,25,42.50321,-70.9637
"Hard Kitty","Thunder Cat Wall > Tower Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/115318639/hard-kitty,3.0,-1,Boulder,"V3 R",1,30,42.50321,-70.9637
Lion-O,"Thunder Cat Wall > Tower Boulders > Sector Two > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/115326522/lion-o,4.0,-1,"TR, Boulder","5.12 V5-6",1,20,42.50321,-70.9637
